Account Name,Account Number,Account Type,National Account,Brand,Branch,Main Phone,Account Executive,Last Billed On,Address 1: Street 1,Address 1: Street 2,Address 1: City,Address 1: ZIP/Postal Code
Holland's Caramel Corn,436766,Prospect,No,ResourceMFG,"Peoria, IL",(309) 886-2000,CRMADMIN Admin,,Washington Square, ,Washington,61571
Holt Supply,594599,Prospect,No,ResourceMFG,"Peoria, IL",(309) 820-0566,Isabel Diefenbach,,2441 S. Main St,,Bloomington,61704
Home City Ice,437011,Prospect,No,ResourceMFG,"Peoria, IL",(309) 692-8994,House Account,,701 Erie Ave, ,Morton,61550
Home Comfort Insulation,682480,Prospect,No,ResourceMFG,"Peoria, IL",(309) 243-1133,Isabel Diefenbach,,3110 W Alta Ln,,Peoria,61615
Home Depot Pro-IB,538994,Prospect,Yes,ResourceMFG,"Peoria, IL",3096895547,Marcia Cannon,1/6/19,8710 N. Allen Rd.,,Peoria,61615
Home Sweet Home Ministries,731814,Prospect,No,ResourceMFG,"Peoria, IL",3098287356,Isabel Diefenbach,,303 E. Oakland Avenue,,Bloomington,61701
Homeway Homes Construction Facility,634276,Prospect,No,ResourceMFG,"Peoria, IL",(309) 447-6267,Isabel Diefenbach,,100 Homeway Ct,,Deer Creek,61733
Hostess Brands,434998,Customer,Yes,ResourceMFG,"Peoria, IL",(704) 258-5643,House Account,3/25/13,1525 Industrial Road, ,Emporia,66801
Hotsi Equipment Company,585225,Prospect,No,ResourceMFG,"Peoria, IL",(815) 875-4564,Isabel Diefenbach,,17 West Peru,,Princeton,61356
HTH Companies,700394,Prospect,No,ResourceMFG,"Peoria, IL",(309) 645-8572,Isabel Diefenbach,,,,Pekin,61554
Hunzeker Trane,592434,Prospect,No,ResourceMFG,"Peoria, IL",(309) 691-4224,Isabel Diefenbach,,8718 N. University,,Peoria,61615
Hutchcraft Van Service,584736,Prospect,No,ResourceMFG,"Peoria, IL",(309) 451-3334,Isabel Diefenbach,,2130 W College Ave,,Normal,61761
HV Machinery & Welding,600334,Prospect,No,ResourceMFG,"Peoria, IL",(309) 694-9803,Isabel Diefenbach,,200 Catherine St,,East Peoria,61611
HW Holdings,602872,Prospect,No,ResourceMFG,"Peoria, IL",(309) 452-3475,Isabel Diefenbach,,2221 W College Ave,,Normal,61761
Hydro-Gear,692130,Prospect,No,ResourceMFG,"Peoria, IL",(217) 728-2581,Isabel Diefenbach,,1411 S Hamilton St,,Sullivan,61951
Hy-Vee,711564,Prospect,No,ResourceMFG,"Peoria, IL",3096865920,Isabel Diefenbach,,4125 N Sheridan Rd Ste 20,,Peoria,61614
Hy-Vee,582800,Prospect,No,ResourceMFG,"Peoria, IL",(309) 589-1001,Isabel Diefenbach,,7610 N. Orange Prairie Dr,,Peoria,61615
IBM,596827,Prospect,No,ResourceMFG,"Peoria, IL",(309) 661-5401,Isabel Diefenbach,,"1615 Commerce Pkwy,",,Bloomington,61704
IC Flow Controls Inc,603919,Prospect,No,ResourceMFG,"Peoria, IL",(309) 862-1800,Isabel Diefenbach,,112 Merle Lane Unit 208,,Normal,61761
Identity Optical,584750,Customer,No,ResourceMFG,"Peoria, IL",(309) 807-3160,Isabel Diefenbach,,2221 W College Ave,,Normal,61761
IJS Chemical Supplies,592353,Prospect,No,ResourceMFG,"Peoria, IL",(309) 694-0729,Isabel Diefenbach,,"140 Callender St,",,East Peoria,61611
Illini Foundry Company,598375,Prospect,No,ResourceMFG,"Peoria, IL",(309) 697-3142,Isabel Diefenbach,,7100 S Adams St,,Peoria,61607
Illinois & Midland Railroad,728394,Prospect,No,ResourceMFG,"Peoria, IL",3093464191,Isabel Diefenbach,,13082 E Manito Rd,,Pekin,61554
Illinois Business Financial Services,435718,Prospect,No,ResourceMFG,"Peoria, IL", ,CRMADMIN Admin,,411 Hamilton Blvd,Ste. 1330,Peoria,61602
Illinois Central College,735350,Prospect,No,ResourceMFG,"Peoria, IL",,Marcia Cannon,,1 College Dr,,East Peoria,61635
Illinois Crane Inc,586320,Prospect,No,ResourceMFG,"Peoria, IL",(309) 692-0856,Isabel Diefenbach,,1621 W Chanute Rd,,Peoria,61615
Illinois Education Assc.,436554,Prospect,No,ResourceMFG,"Peoria, IL",217.384.2904,CRMADMIN Admin,,2110 Clearlake Blvd,Suite 103,Champaign,61822
Illinois Home Solutions,604450,Prospect,No,ResourceMFG,"Peoria, IL",(217) 670-2428,Isabel Diefenbach,,901 S Grand Ave W,,Springfield,62704
Illinois Machine & Tool Works,434897,Prospect,No,ResourceMFG,"Peoria, IL",(309) 382-3045,House Account,3/11/13,1961 EDGEWATER DR, ,PEKIN,61554
Illinois Migrant Council - North Central Region,463210,Prospect,No,ResourceMFG,"Peoria, IL",(309) 999-4257,House Account,,115 SW Adams St,,Peoria,61602
Illinois Mutual Life Insurance,434371,Customer,No,ResourceMFG,"Peoria, IL",(309) 674-8255,Marcia Cannon,1/10/13,300 SW ADAMS, ,PEORIA,61634
Illinois Oil Marketing Equipment,685450,Prospect,No,ResourceMFG,"Peoria, IL",3093471819,Isabel Diefenbach,11/10/19,850 Brenkman Dr,,Pekin,61554
Illinois Oil Marketing Equipment,666873,Prospect,No,ResourceMFG,"Peoria, IL",3093471819,Isabel Diefenbach,4/4/21,90 S. Sherman,,Clinton,61727
Illinois Piping Company,588034,Prospect,No,ResourceMFG,"Peoria, IL",(309) 674-6700,Isabel Diefenbach,,"2323 SW Washington St,",,Peoria,61602
Illinois Property Assessment Institute,437367,Prospect,No,ResourceMFG,"Peoria, IL",(309) 862-0300,House Account,,706 E. Oglesby Ave, ,Normal,61761
Illinois Valley Plastics,490566,Prospect,No,ResourceMFG,"Peoria, IL",(309) 444-8884,House Account,,300 N. Cummings Lane,,Washington,61571
Illinois Valley Yacht Club,538647,Customer,No,ResourceMFG,"Peoria, IL",(309) 682-5419,House Account,11/20/16,5102 N. Galena Rd.,,Peoria Heights,61616
Illinois Weld & Machine Inc,649437,Customer,No,ResourceMFG,"Peoria, IL",3095650533,Bryan Gibson,10/20/19,"101 2nd St,",,Hanna City,61536
Ilmo Products Co.,588825,Prospect,No,ResourceMFG,"Peoria, IL",(309) 282-1913,Isabel Diefenbach,,1025 W Olympia Dr # B,,Peoria,61615
Image Air,686213,Prospect,No,ResourceMFG,"Peoria, IL",(309) 663-2303,Isabel Diefenbach,,2933 E Empire St,,Bloomington,61704
Industrial Tool & Repair,598370,Prospect,No,ResourceMFG,"Peoria, IL",(309) 633-0939,Isabel Diefenbach,,218 S Starr Ln # A,,Peoria,61604
Infotech Enterprises,588438,Prospect,No,ResourceMFG,"Peoria, IL",(309) 671-9730,Isabel Diefenbach,,8001 N University St,,Peoria,61615
Ingredion Inc,664507,Prospect,No,ResourceMFG,"Peoria, IL",(309) 550-9136,Isabel Diefenbach,,8310 US-24,,Mapleton,61547
Inland Tool Co,586249,Prospect,No,ResourceMFG,"Peoria, IL",(217) 792-3206,Isabel Diefenbach,,727 N Topper Dr,,Mount Pulaski,62548
Insulation Materials LLC,586492,Prospect,No,ResourceMFG,"Peoria, IL",(309) 427-3200,Isabel Diefenbach,,2711 N Main St,,East Peoria,61611
Insulation Solutions,587092,Prospect,No,ResourceMFG,"Peoria, IL",(309) 698-0062,Isabel Diefenbach,,401 Truck Haven Road,,East Peoria,61611
Integris Engineering,725361,Prospect,No,ResourceMFG,"Peoria, IL",3092149900,Isabel Diefenbach,,3880 N Main St,,East Peoria,61611
"International Paper/IQN/Lincoln,IL",586251,Customer,Yes,ResourceMFG,"Peoria, IL",2177351221,Bryan Gibson,2/9/20,1601 5th St,,Lincoln,62656
INTERNATIONAL SUPPLY CO -Bankruptcy-,435466,Prospect,No,ResourceMFG,"Peoria, IL",(309) 249-6211,Marcia Cannon,10/30/15,ROUTE 40 PO BOX 17, ,EDELSTEIN,61526
IPM,586490,Prospect,No,ResourceMFG,"Peoria, IL",(309) 694-0964,Isabel Diefenbach,,"3116 N Main St,",,East Peoria,61611
Iron Mountain,582978,Prospect,No,ResourceMFG,"Peoria, IL",(800) 899-4766,Isabel Diefenbach,,700 Pinecrest Dr,,East Peoria,61611
Iron Mountain,559941,Prospect,No,ResourceMFG,"Peoria, IL",(800) 899-4766,Isabel Diefenbach,,700 Pinecrest Dr,,East Peoria,61611
Iron-A-Way,600778,Prospect,No,ResourceMFG,"Peoria, IL",(309) 266-7232,Isabel Diefenbach,,220 W. Jackson St,,Morton,61550
ISI Building Products,690091,Prospect,No,ResourceMFG,"Peoria, IL",(309) 698-0062,Isabel Diefenbach,,401 Truck Haven Rd,,East Peoria,61611
ITC,595712,Prospect,No,ResourceMFG,"Peoria, IL",(309) 634-1825,Isabel Diefenbach,,11808 N. Hickory Grove Rd,,Dunlap,61525
Ivex Specialty Paper,585109,Prospect,No,ResourceMFG,"Peoria, IL",(309) 686-3830,Isabel Diefenbach,,"1 Sloan St,",,Peoria,61603
IVP Plastics,587624,Customer,No,ResourceMFG,"Peoria, IL",3094448884,Bryan Gibson,9/23/18,300 N. Cummings Lane,,Washington,61571
IWIRC,632625,Prospect,No,ResourceMFG,"Peoria, IL",(309) 497-0300,Marcia Cannon,,736  SW Washington St.,Suite 2A,Peoria,61602
IWU,434456,Prospect,No,ResourceMFG,"Peoria, IL",(309) 556-3059,House Account,,1312 NORTH PARK,HOLMES HALL ROOM 200,BLOOMINGTON,61701
IWU SODEXO FOODS,434361,Other,No,ResourceMFG,"Peoria, IL",(309) 556-3167,House Account,11/26/14,104 E UNIVERSITY,SODEXO CAMPUS SERVICES R,BLOOMINGTON,61701
J & J Manufacturing Co,586104,Prospect,No,ResourceMFG,"Peoria, IL",(309) 274-3141,Isabel Diefenbach,,"110 W Walnut St,",,Chillicothe,61523
J & J Manufacturing Co,586779,Prospect,No,ResourceMFG,"Peoria, IL",(309) 274-3141,Isabel Diefenbach,,110 W Walnut St,,Chillicothe,61523
J E Machining,603961,Prospect,No,ResourceMFG,"Peoria, IL",(309) 663-0460,Isabel Diefenbach,,2907 Gill St,,Bloomington,61704
J Rettenmaier,586530,Prospect,No,ResourceMFG,"Peoria, IL",(309) 343-7808,Isabel Diefenbach,,"701 W 6th St,",,Galesburg,61401
J.A Fritch & Sons Inc,588843,Prospect,No,ResourceMFG,"Peoria, IL",(309) 671-5353,Isabel Diefenbach,,1016 NE Adams St,,Peoria,61603
J.D Traffic,724183,Prospect,No,ResourceMFG,"Peoria, IL",3099664494,Isabel Diefenbach,,7327 N Galena Rd,,Peoria,61615
J.H. Benedict Co Inc,459142,Prospect,No,ResourceMFG,"Peoria, IL",(309) 694-3111,House Account,,3211 N. Main St,,East Peoria,61611
J.K Williams Distilling,591234,Prospect,No,ResourceMFG,"Peoria, IL",(309) 839-0591,Isabel Diefenbach,,526 High Point Lane,,East Peoria,61611
Jackson Hewitt,435689,Prospect,No,ResourceMFG,"Peoria, IL",(309) 326-3119,CRMADMIN Admin,,3809 N Sterling, ,Peoria,61615
Jacobs Brothers Commercial Cleaning,435398,Customer,No,ResourceMFG,"Peoria, IL",(309) 822-8708,Bryan Gibson,9/7/25,249 E. Audubon HIlls Dr., ,Metamora,61548
James Hardie,798756,Customer,No,ResourceMFG,"Peoria, IL",(815) 220-3070,Bryan Gibson,11/9/25,17 Unytite Dr.,,Peru,61354
James Ruffin Consulting,435360,Prospect,No,ResourceMFG,"Peoria, IL",(972) 215-8805,House Account,10/28/14,425 W. Blondy Jhune Trail, ,Lucas,75002
Jason's Pool & Spa Service,490285,Prospect,No,ResourceMFG,"Peoria, IL",(309) 472-1534,House Account,,PO Box 276,,Hanna City,61536
JC Dillon,639170,Prospect,No,ResourceMFG,"Peoria, IL",(309) 689-1596,Isabel Diefenbach,,1515 W Luthy Dr,,Peoria,61615
JC Edwards & Son,592348,Prospect,No,ResourceMFG,"Peoria, IL",(309) 692-5050,Isabel Diefenbach,,1925 W Altorfer Dr,,Peoria,61615
JDL Lighting & Electric,588223,Prospect,No,ResourceMFG,"Peoria, IL",(309) 673-1023,Isabel Diefenbach,,4809 West Farmington Road,,Peoria,61604
Jeld-Wen,438494,Customer,No,ResourceMFG,"Peoria, IL",(217) 893-7447,Pam Quinlan,2/7/16,201 Evans Rd,,Rantoul,61866
Jeld-Wen Windows & Doors,706143,Prospect,Yes,ResourceMFG,"Peoria, IL",2178934444,Isabel Diefenbach,,201 Evans Rd,,Rantoul,61866
JH Benedict Co,584112,Prospect,No,ResourceMFG,"Peoria, IL",(309) 694-3111,Isabel Diefenbach,,3211 N Main St,,East Peoria,61611
JM Industrial Supply,706920,Prospect,No,ResourceMFG,"Peoria, IL",3093465796,Isabel Diefenbach,,2323 Lakeshore,,Pekin,61554
JMP RADIO GROUP,434495,Prospect,No,ResourceMFG,"Peoria, IL",(309) 637-3700,House Account,,331 FULTON STREET,SUITE 1200,PEORIA,61602
Joann Fabrics & Crafts,726986,Prospect,No,ResourceMFG,"Peoria, IL",3096923263,Isabel Diefenbach,,4700 N University St,,Peoria,61614
John King USA,562913,Prospect,No,ResourceMFG,"Peoria, IL",(309) 698-9250,Isabel Diefenbach,,200 Catherine St Unit 7B,,East Peoria,61611
Johnson Controls,586089,Prospect,No,ResourceMFG,"Peoria, IL",(309) 427-2800,Isabel Diefenbach,,3850 N Main St,,East Peoria,61611
Johnson Mechanical Service,583970,Prospect,No,ResourceMFG,"Peoria, IL",(309) 346-3434,Isabel Diefenbach,,1820 Riverway Dr,,Pekin,61554
Johnstone Supply,588062,Prospect,No,ResourceMFG,"Peoria, IL",(309) 673-7483,Isabel Diefenbach,,2021 SW Washington St,,Peoria,61602
Joos Realty,435734,Prospect,No,ResourceMFG,"Peoria, IL",(309) 444-3158,CRMADMIN Admin,,115 S Main St,Ste. 1,Washington,61571
JT Fennel Co Inc,586778,Prospect,No,ResourceMFG,"Peoria, IL",(309) 274-2145,Isabel Diefenbach,,1104 North Front St,,Chillicothe,61523
J-Tec Industries,439689,Customer,No,ResourceMFG,"Peoria, IL",3096989301,CRMADMIN Admin,3/26/23,201 Carver Lane,,East Peoria,61611
Jupiter Machine Tool,670637,Prospect,No,ResourceMFG,"Peoria, IL",(309) 342-9342,Isabel Diefenbach,,1124 Enterprise Ave,,Galesburg,61401
KDL Machining Inc,590288,Prospect,No,ResourceMFG,"Peoria, IL",(309) 477-3036,Isabel Diefenbach,,"1917 S 2nd St,",,Pekin,61554
KE Precision Ag,605833,Prospect,No,ResourceMFG,"Peoria, IL",(309) 249-2040,Isabel Diefenbach,,3420 W Akron Rd,,Edelstein,61526
Keach,592854,Prospect,No,ResourceMFG,"Peoria, IL",(309) 263-4545,Isabel Diefenbach,,99 Commerce Dr,,Morton,61550
Kegley Machine,594312,Prospect,No,ResourceMFG,"Peoria, IL",(309) 346-8914,Isabel Diefenbach,,615 Main St,,Pekin,61554
Keller Williams Realty,435667,Prospect,No,ResourceMFG,"Peoria, IL", ,CRMADMIN Admin,,2426 Cornerstone Ct, ,Peoria,61614
Kelley Ironworks,587085,Prospect,No,ResourceMFG,"Peoria, IL",(309) 697-9870,Isabel Diefenbach,,4303 N Main St,,East Peoria,61611
Kelly Glass,440266,Prospect,No,ResourceMFG,"Peoria, IL",(309) 676-3573,House Account,,2400 SW Adams St,,Peoria,61602
KellyOCG/Corteva/Woodhull IL,772514,Customer,Yes,ResourceMFG,"Peoria, IL",,Isabel Diefenbach,,300 SW 5th Street,,Woodhull,61490
Kemp Manufacturing,439686,Customer,No,ResourceMFG,"Peoria, IL",(309) 682-7292,Isabel Diefenbach,,4310 N. Voss,,Peoria Heights,61616
"Kenco/Caterpillar/Decatur, IL",649255,Customer,Yes,ResourceMFG,"Peoria, IL",,Isabel Diefenbach,2/3/19,3000 N 2th St.,,Decatur,62526
Keplr Vision,727172,Prospect,No,ResourceMFG,"Peoria, IL",3098083112,Isabel Diefenbach,,1602 Tullamore Ave,,Bloomington,61704
Kerry Group,438589,Prospect,No,ResourceMFG,"Peoria, IL",(815) 410-0125,Isabel Diefenbach,,320 W. Gridley Rd,,Gridley,61744
KERRY SWEET INGREDIENTS,434363,Prospect,No,ResourceMFG,"Peoria, IL",(309) 747-3534,Pam Quinlan,,320 WEST GRIDLEY RD, ,GRIDLEY,61744
Keurig Dr Pepper,729554,Prospect,Yes,ResourceMFG,"Peoria, IL",(309) 693-2777,Isabel Diefenbach,,7215 N. Kickapoo,,Edwards,61528
Keystone Automotive,642824,Prospect,No,ResourceMFG,"Peoria, IL",(800) 322-2415,Isabel Diefenbach,,110 Thunderbird Lane,,East Peoria,61611
Keystone Steel & Wire,559935,Prospect,No,ResourceMFG,"Peoria, IL",(309) 697-7020,Isabel Diefenbach,,7000 S. Adams St,,Peoria,61641
Kiefer Aquatics,666151,Prospect,No,ResourceMFG,"Peoria, IL",8003234071,Isabel Diefenbach,3/17/19,903 Morrissey Dr,,Bloomington,61704
Kifco Inc,597322,Prospect,No,ResourceMFG,"Peoria, IL",(309) 543-4425,Isabel Diefenbach,,707 S Schrader St,,Havana,62644
Kirby Risk Electrical Supply - Bloomington,584752,Prospect,No,ResourceMFG,"Peoria, IL",(309) 662-0407,Isabel Diefenbach,,1001 E Lafayette St,,Bloomington,61701
KIRBY RISK ELECTRICAL SUPPLY-Peoria,434299,Customer,No,ResourceMFG,"Peoria, IL",(309) 674-1143,Marcia Cannon,9/6/15,1015 SW REED ST, ,PEORIA,61602
Kirk Wood Products,585920,Prospect,No,ResourceMFG,"Peoria, IL",(309) 829-6661,Isabel Diefenbach,,10424 E 1400 North Rd,,Bloomington,61705
KM Plant Services,598579,Prospect,No,ResourceMFG,"Peoria, IL",(309) 353-9033,Isabel Diefenbach,,1314 Koch St,,Pekin,61554
KMI Packaging,521195,Prospect,No,ResourceMFG,"Peoria, IL",(309) 673-5013,House Account,,278 Koch St,,Pekin,61554
Koenig Body & Equipment,436931,Prospect,No,ResourceMFG,"Peoria, IL",(309) 673-7435,House Account,,2428 West Farmington Rd, ,Peoria,61604
Koenig Body & Equipment,588227,Customer,No,ResourceMFG,"Peoria, IL",3096737435,Isabel Diefenbach,4/4/21,2428 W Farmington Rd,,Peoria,61604
Komatsu,434923,Prospect,No,ResourceMFG,"Peoria, IL",(309) 672-7000,House Account,7/8/13,2300 NE ADAMS, ,PEORIA,61603
Komatsu America,789291,Prospect,No,ResourceMFG,"Peoria, IL",3096727011,Bryan Gibson,,2300 NE Adams St,,Peoria,61650
Kone Elevators & Escalators of Peoria,595322,Prospect,No,ResourceMFG,"Peoria, IL",(309) 697-9011,Isabel Diefenbach,,6106 W Plank Rd,,Peoria,61604
Kongskilde,434364,Prospect,No,ResourceMFG,"Peoria, IL",(309) 452-3300,Isabel Diefenbach,8/12/13,1802 Industrial Park Dr, ,Normal,61761
Kongskilde,434830,Prospect,No,ResourceMFG,"Peoria, IL", ,House Account,1/10/16,19500 N. 1425 E. Road, ,Hudson,61748
Koppers Inc,586525,Prospect,No,ResourceMFG,"Peoria, IL",(309) 343-5157,Isabel Diefenbach,,1291 IL-41,,Galesburg,61401
Kozol Bros. South,723656,Prospect,No,ResourceMFG,"Peoria, IL",3094542485,Isabel Diefenbach,,1800 Industrial Park Dr,,Normal,61761
KR Packaging,562250,Prospect,No,ResourceMFG,"Peoria, IL",(309) 266-7016,Isabel Diefenbach,,300 W. Adams St,,Morton,61550
Kress Corporation,440260,Prospect,No,ResourceMFG,"Peoria, IL",3094463395,Bryan Gibson,,227 West Illinois St,,Brimfield,61517
Kroeschell Operations,582288,Prospect,No,ResourceMFG,"Peoria, IL",(309) 966-1284,Isabel Diefenbach,,401 Water St Suite 203,,Peoria,61602
Krogers,711289,Prospect,No,ResourceMFG,"Peoria, IL",(309) 694-6298,Isabel Diefenbach,,201 S Main St,,East Peoria,61611
Krogers,712492,Prospect,No,ResourceMFG,"Peoria, IL",(309) 452-7476,Isabel Diefenbach,,1550 E. College Ave,,Bloomington,61701
Kuna Food Service,731439,Prospect,No,ResourceMFG,"Peoria, IL",6186011531,Isabel Diefenbach,,701 Pinecrest Dr,,East Peoria,61611
Kuntz Farms & Equipment,598028,Prospect,No,ResourceMFG,"Peoria, IL",(309) 747-2420,Isabel Diefenbach,,"30001 N 2080 East Rd,",,Gridley,61744
Kuusakoski Recycling,772673,Customer,No,ResourceMFG,"Peoria, IL",3096915015,Bryan Gibson,4/16/23,2022 W Townline Rd,,Peoria,61615
Kuusakoski Recycling,459145,Prospect,No,ResourceMFG,"Peoria, IL",(309) 691-5015,Isabel Diefenbach,,2022 Townline Road,,Peoria,61615
KWS Cereals USA,436922,Prospect,No,ResourceMFG,"Peoria, IL",(815) 200-2666,CRMADMIN Admin,,4101 Colleen DR, ,Champaign,61822
L&L Auto Sales & Service,597729,Prospect,No,ResourceMFG,"Peoria, IL",(309) 376-2106,Isabel Diefenbach,,502 E Washington Rd,,Carlock,61725
L&T Technology,586333,Prospect,No,ResourceMFG,"Peoria, IL",(309) 691-4920,Isabel Diefenbach,,8200 N Allen Rd,,Peoria,61615
Laborers Local 165,434932,Prospect,No,ResourceMFG,"Peoria, IL",(309) 688-3653,House Account,1/8/14,4509 N. Catalina Dr, ,Peoria,61615
Lafeber Co,721607,Prospect,No,ResourceMFG,"Peoria, IL",8153582301,Isabel Diefenbach,,24981 N 1400 E Rd,,Cornell,61319
Lakeshore Beverages,631374,Customer,No,ResourceMFG,"Peoria, IL",3096621373,Isabel Diefenbach,6/27/21,1105 E Lafayette St.,,Bloomington,61701
Lakeshore Learning Materials,633534,Customer,Yes,ResourceMFG,"Peoria, IL",3105378600,Bryan Gibson,8/25/24,800 Rome B Garrett,,Peoria,61605
Lakeview Museum,435735,Prospect,No,ResourceMFG,"Peoria, IL", ,CRMADMIN Admin,,1125 W Lake, ,Peoria,61614
Lakeview Veterinary Clinic,437449,Prospect,No,ResourceMFG,"Peoria, IL",(309) 699-6443,CRMADMIN Admin,,1122 N Main St, ,East Peoria,61611
Land Engineers,584748,Prospect,No,ResourceMFG,"Peoria, IL",(309) 827-4393,Isabel Diefenbach,,2404 Greyhound Rd,,Bloomington,61704
Langston Bag Co,440121,Prospect,No,ResourceMFG,"Peoria, IL",(309) 676-1006,House Account,,1114 SW Adams,,Peoria,61601
Langston Bag of Peoria,559909,Prospect,No,ResourceMFG,"Peoria, IL",(309) 676-1006,Isabel Diefenbach,,1114 S.W Adams St,,Peoria,61602
Lanxess,598380,Prospect,No,ResourceMFG,"Peoria, IL",(309) 633-9480,Isabel Diefenbach,,"8220 US-24,",,Mapleton,61547
Leeway Ceramic Tile,435683,Prospect,No,ResourceMFG,"Peoria, IL",(309) 694-3020,CRMADMIN Admin,,3620 N Main St, ,East Peoria,61611
Leman Precast,607045,Prospect,No,ResourceMFG,"Peoria, IL",(309) 467-3021,Isabel Diefenbach,,874 County Rd 1200 E,,Eureka,61530
Leroy Nursing Home,716246,Prospect,No,ResourceMFG,"Peoria, IL",2027882951,Isabel Diefenbach,,509 Buck Rd,,Le Roy,61752
Lexis Nexis,586323,Prospect,No,ResourceMFG,"Peoria, IL",(309) 689-1000,Isabel Diefenbach,,8512 N. Allen Rd,,Peoria,61615
LexisNexis,435207,Prospect,No,ResourceMFG,"Peoria, IL",(800) 227-9597,House Account,,8512 Allen Road, ,Peoria,61615
Liberty Steel & Wire,705021,Customer,No,ResourceMFG,"Peoria, IL",3096977020,Bryan Gibson,6/25/25,7000 S. Adams Street,,Peoria,61607
Liberty Termite & Pest Control,435721,Prospect,No,ResourceMFG,"Peoria, IL", ,CRMADMIN Admin,,123 Main, ,Peoria,61615
LifeSafer,585946,Prospect,No,ResourceMFG,"Peoria, IL",(800) 508-4794,Isabel Diefenbach,,1404 Kurt Dr,,Bloomington,61701
Lincare,592769,Prospect,No,ResourceMFG,"Peoria, IL",(309) 661-7349,Isabel Diefenbach,,1613 Commerce Pkwy # C,,Bloomington,61704
Linco Precision,462317,Prospect,No,ResourceMFG,"Peoria, IL",(309) 527-6455,Pam Quinlan,,900 W Main,,El Paso,61738
Lincoln Office,522176,Prospect,No,ResourceMFG,"Peoria, IL",(309) 427-2500,House Account,,205 East Gate Drive,,Washington,61571
Lineage Logistics,436720,Prospect,Yes,ResourceMFG,"Peoria, IL",(217) 429-3106,House Account,,3030 E Parkway Dr, ,Decatur,62526
Lonza,722964,Prospect,No,ResourceMFG,"Peoria, IL",3096975401,Isabel Diefenbach,,8316 US-24,,Mapleton,61547
Lowe's,436323,Prospect,Yes,ResourceMFG,"Peoria, IL",(309) 694-0774,CRMADMIN Admin,,201 Riverside Dr, ,East Peoria,61611
Lozier Oil,597586,Prospect,No,ResourceMFG,"Peoria, IL",(309) 245-4846,Isabel Diefenbach,,1 S. Sunny St,,Farmington,61531
LS Building Products,562991,Prospect,No,ResourceMFG,"Peoria, IL",(309) 694-4356,Isabel Diefenbach,,300 Pinecrest Dr,,East Peoria,61611
LS Buildings Products,563085,Prospect,No,ResourceMFG,"Peoria, IL",(309) 694-4356,Isabel Diefenbach,,300 Pinecrest Dr,,East Peoria,61611
Lumber Liquidators,586493,Prospect,No,ResourceMFG,"Peoria, IL",(309) 740-1801,Isabel Diefenbach,,1467 N Main St,,East Peoria,61611
LW Schneider,463593,Prospect,No,ResourceMFG,"Peoria, IL",(815) 875-3835,House Account,,1180 North 6th St,,Princeton,61356
Lynch Aluminum,559910,Prospect,No,ResourceMFG,"Peoria, IL",3096923230,Bryan Gibson,7/12/20,8810 N. University St,,Peoria,61615
